FullGeoName,Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening,Notes
"TX, Sterling",1999-2024,48431,Human infections and non-human activity,2,2,0,
"TX, Stonewall",1999-2024,48433,Human infections and non-human activity,3,2,0,
"TX, Swisher",1999-2024,48437,Human infections and non-human activity,23,8,1,
"TX, Tarrant",1999-2024,48439,Human infections and non-human activity,699,394,73,
"TX, Taylor",1999-2024,48441,Human infections and non-human activity,22,18,0,
"TX, Terrell",1999-2024,48443,Human infections and non-human activity,1,0,0,
"TX, Terry",1999-2024,48445,Human infections and non-human activity,4,3,2,
"TX, Throckmorton",1999-2024,48447,Non-human activity,0,0,0,
"TX, Titus",1999-2024,48449,Human infections and non-human activity,13,7,1,
"TX, Tom Green",1999-2024,48451,Human infections and non-human activity,25,13,3,
"TX, Travis",1999-2024,48453,Human infections and non-human activity,252,122,18,
"TX, Trinity",1999-2024,48455,Human infections and non-human activity,4,3,0,
"TX, Tyler",1999-2024,48457,Human infections and non-human activity,3,1,0,
"TX, Upshur",1999-2024,48459,Human infections and non-human activity,8,5,1,
"TX, Upton",1999-2024,48461,Human infections and non-human activity,0,0,1,
"TX, Uvalde",1999-2024,48463,Human infections and non-human activity,4,4,0,
"TX, Val Verde",1999-2024,48465,Human infections and non-human activity,3,2,0,
"TX, Van Zandt",1999-2024,48467,Human infections and non-human activity,18,9,3,
"TX, Victoria",1999-2024,48469,Human infections and non-human activity,6,5,1,
"TX, Walker",1999-2024,48471,Human infections and non-human activity,14,10,1,
"TX, Waller",1999-2024,48473,Human infections and non-human activity,9,8,1,
"TX, Washington",1999-2024,48477,Human infections and non-human activity,4,3,2,
"TX, Webb",1999-2024,48479,Human infections and non-human activity,10,9,0,
"TX, Wharton",1999-2024,48481,Human infections and non-human activity,9,9,3,
"TX, Wheeler",1999-2024,48483,Human infections and non-human activity,3,3,0,
"TX, Wichita",1999-2024,48485,Human infections and non-human activity,32,24,4,
"TX, Wilbarger",1999-2024,48487,Human infections and non-human activity,1,1,0,
"TX, Willacy",1999-2024,48489,Human infections and non-human activity,5,3,0,
"TX, Williamson",1999-2024,48491,Human infections and non-human activity,42,23,3,
"TX, Wilson",1999-2024,48493,Human infections and non-human activity,2,1,0,
"TX, Winkler",1999-2024,48495,Non-human activity,0,0,0,
"TX, Wise",1999-2024,48497,Human infections and non-human activity,9,7,1,
"TX, Wood",1999-2024,48499,Human infections and non-human activity,8,3,0,
"TX, Yoakum",1999-2024,48501,Human infections and non-human activity,3,1,0,
"TX, Young",1999-2024,48503,Human infections and non-human activity,7,4,2,
"TX, Zapata",1999-2024,48505,Human infections and non-human activity,2,0,0,
"TX, Zavala",1999-2024,48507,Human infections and non-human activity,4,4,0,
"UT, Beaver",1999-2024,49001,Non-human activity,0,0,0,
"UT, Box Elder",1999-2024,49003,Human infections and non-human activity,21,9,1,
"UT, Cache",1999-2024,49005,Human infections and non-human activity,23,10,3,
"UT, Carbon",1999-2024,49007,Human infections and non-human activity,4,1,0,
"UT, Daggett",1999-2024,49009,Non-human activity,0,0,0,
"UT, Davis",1999-2024,49011,Human infections and non-human activity,50,27,5,
"UT, Duchesne",1999-2024,49013,Human infections and non-human activity,22,4,2,
"UT, Emery",1999-2024,49015,Human infections and non-human activity,1,1,1,
"UT, Garfield",1999-2024,49017,Non-human activity,0,0,0,
"UT, Grand",1999-2024,49019,Human infections and non-human activity,6,2,0,
"UT, Iron",1999-2024,49021,Human infections and non-human activity,2,0,0,
"UT, Juab",1999-2024,49023,Human infections and non-human activity,1,0,0,
"UT, Kane",1999-2024,49025,Human infections and non-human activity,1,0,1,
"UT, Millard",1999-2024,49027,Human infections and non-human activity,1,1,0,
"UT, Morgan",1999-2024,49029,Non-human activity,0,0,0,
"UT, Piute",1999-2024,49031,Non-human activity,0,0,0,
"UT, Rich",1999-2024,49033,Non-human activity,0,0,0,
"UT, Salt Lake",1999-2024,49035,Human infections and non-human activity,177,93,23,
"UT, San Juan",1999-2024,49037,Human infections and non-human activity,5,3,0,
"UT, Sanpete",1999-2024,49039,Non-human activity,0,0,0,
"UT, Sevier",1999-2024,49041,Human infections and non-human activity,1,1,0,
"UT, Summit",1999-2024,49043,Human infections and non-human activity,1,0,0,
"UT, Tooele",1999-2024,49045,Human infections and non-human activity,8,4,1,
"UT, Uintah",1999-2024,49047,Human infections and non-human activity,31,14,0,
"UT, Utah",1999-2024,49049,Human infections and non-human activity,98,42,16,
"UT, Wasatch",1999-2024,49051,Non-human activity,0,0,0,
"UT, Washington",1999-2024,49053,Human infections and non-human activity,26,12,4,
"UT, Wayne",1999-2024,49055,Non-human activity,0,0,0,
"UT, Weber",1999-2024,49057,Human infections and non-human activity,32,21,6,
"VT, Addison",1999-2024,50001,Human infections and non-human activity,4,2,0,
"VT, Bennington",1999-2024,50003,Human infections and non-human activity,1,1,0,
"VT, Caledonia",1999-2024,50005,Non-human activity,0,0,0,
"VT, Chittenden",1999-2024,50007,Human infections and non-human activity,3,3,1,
"VT, Essex",1999-2024,50009,Human infections and non-human activity,1,0,0,
"VT, Franklin",1999-2024,50011,Human infections and non-human activity,2,1,1,
"VT, Grand Isle",1999-2024,50013,Human infections and non-human activity,2,1,0,
"VT, Lamoille",1999-2024,50015,Human infections and non-human activity,1,0,0,
"VT, Orange",1999-2024,50017,Non-human activity,0,0,0,
"VT, Orleans",1999-2024,50019,Non-human activity,0,0,0,
"VT, Rutland",1999-2024,50021,Human infections and non-human activity,1,0,0,
"VT, Washington",1999-2024,50023,Non-human activity,0,0,0,
"VT, Windham",1999-2024,50025,Human infections and non-human activity,1,0,0,
"VT, Windsor",1999-2024,50027,Human infections and non-human activity,2,2,0,
"VA, Accomack",1999-2024,51001,Human infections and non-human activity,1,1,0,
"VA, Albemarle",1999-2024,51003,Human infections and non-human activity,1,1,0,
"VA, Alleghany",1999-2024,51005,Non-human activity,0,0,0,
"VA, Amelia",1999-2024,51007,Non-human activity,0,0,0,
"VA, Amherst",1999-2024,51009,Non-human activity,0,0,0,
"VA, Appomattox",1999-2024,51011,Non-human activity,0,0,0,
"VA, Arlington",1999-2024,51013,Human infections and non-human activity,18,9,1,
"VA, Augusta",1999-2024,51015,Human infections and non-human activity,3,3,0,
"VA, Bath",1999-2024,51017,Non-human activity,0,0,0,
"VA, Bedford",1999-2024,51019,Human infections and non-human activity,1,1,0,
"VA, Bland",1999-2024,51021,Non-human activity,0,0,0,
"VA, Botetourt",1999-2024,51023,Human infections and non-human activity,1,1,0,
"VA, Brunswick",1999-2024,51025,Non-human activity,0,0,0,
"VA, Buckingham",1999-2024,51029,Non-human activity,0,0,0,
"VA, Campbell",1999-2024,51031,Human infections and non-human activity,1,1,1,
"VA, Caroline",1999-2024,51033,Non-human activity,0,0,0,
"VA, Carroll",1999-2024,51035,Non-human activity,0,0,0,
"VA, Charles City",1999-2024,51036,Non-human activity,0,0,0,
"VA, Charlotte",1999-2024,51037,Non-human activity,0,0,0,
"VA, Chesterfield",1999-2024,51041,Human infections and non-human activity,4,3,1,
"VA, Clarke",1999-2024,51043,Non-human activity,0,0,0,
"VA, Craig",1999-2024,51045,Non-human activity,0,0,0,
"VA, Culpeper",1999-2024,51047,Human infections and non-human activity,1,1,0,
"VA, Cumberland",1999-2024,51049,Non-human activity,0,0,0,
"VA, Dickenson",1999-2024,51051,Non-human activity,0,0,0,
"VA, Dinwiddie",1999-2024,51053,Human infections and non-human activity,0,0,2,
"VA, Essex",1999-2024,51057,Non-human activity,0,0,0,
"VA, Fairfax",1999-2024,51059,Human infections and non-human activity,68,42,9,
"VA, Fauquier",1999-2024,51061,Human infections and non-human activity,2,0,0,
"VA, Floyd",1999-2024,51063,Non-human activity,0,0,0,
"VA, Fluvanna",1999-2024,51065,Non-human activity,0,0,0,
"VA, Franklin",1999-2024,51067,Non-human activity,0,0,0,
"VA, Frederick",1999-2024,51069,Human infections and non-human activity,4,3,1,
"VA, Giles",1999-2024,51071,Non-human activity,0,0,0,
"VA, Gloucester",1999-2024,51073,Human infections and non-human activity,1,1,0,
"VA, Goochland",1999-2024,51075,Non-human activity,0,0,0,
"VA, Grayson",1999-2024,51077,Non-human activity,0,0,0,
"VA, Greene",1999-2024,51079,Human infections and non-human activity,4,2,0,
"VA, Greensville",1999-2024,51081,Non-human activity,0,0,0,
"VA, Halifax",1999-2024,51083,Non-human activity,0,0,0,
"VA, Hanover",1999-2024,51085,Human infections and non-human activity,2,2,0,
"VA, Henrico",1999-2024,51087,Human infections and non-human activity,8,7,1,
"VA, Henry",1999-2024,51089,Non-human activity,0,0,0,
"VA, Highland",1999-2024,51091,Non-human activity,0,0,0,
"VA, Isle of Wight",1999-2024,51093,Human infections and non-human activity,2,2,0,
"VA, James City",1999-2024,51095,Non-human activity,0,0,0,
"VA, King And Queen",1999-2024,51097,Non-human activity,0,0,0,
"VA, King George",1999-2024,51099,Non-human activity,0,0,0,
"VA, King William",1999-2024,51101,Non-human activity,0,0,0,
"VA, Lancaster",1999-2024,51103,Non-human activity,0,0,0,
"VA, Lee",1999-2024,51105,Non-human activity,0,0,0,
"VA, Loudoun",1999-2024,51107,Human infections and non-human activity,10,6,1,
"VA, Louisa",1999-2024,51109,Non-human activity,0,0,0,
"VA, Lunenburg",1999-2024,51111,Non-human activity,0,0,0,
"VA, Madison",1999-2024,51113,Human infections and non-human activity,1,1,0,
"VA, Mathews",1999-2024,51115,Human infections and non-human activity,2,1,0,
"VA, Mecklenburg",1999-2024,51117,Human infections and non-human activity,1,1,0,
"VA, Middlesex",1999-2024,51119,Non-human activity,0,0,0,
"VA, Montgomery",1999-2024,51121,Human infections and non-human activity,1,0,0,
"VA, Nelson",1999-2024,51125,Non-human activity,0,0,0,
"VA, New Kent",1999-2024,51127,Non-human activity,0,0,0,
"VA, Northampton",1999-2024,51131,Non-human activity,0,0,0,
"VA, Northumberland",1999-2024,51133,Human infections and non-human activity,1,1,0,
"VA, Nottoway",1999-2024,51135,Non-human activity,0,0,0,
"VA, Orange",1999-2024,51137,Non-human activity,0,0,0,
"VA, Page",1999-2024,51139,Non-human activity,0,0,0,
"VA, Patrick",1999-2024,51141,Non-human activity,0,0,0,
"VA, Pittsylvania",1999-2024,51143,Non-human activity,0,0,0,
"VA, Powhatan",1999-2024,51145,Human infections and non-human activity,1,1,0,
"VA, Prince Edward",1999-2024,51147,Human infections and non-human activity,1,1,0,
"VA, Prince George",1999-2024,51149,Human infections and non-human activity,1,1,0,
"VA, Prince William",1999-2024,51153,Human infections and non-human activity,12,8,3,
"VA, Pulaski",1999-2024,51155,Non-human activity,0,0,0,
"VA, Rappahannock",1999-2024,51157,Human infections and non-human activity,1,0,0,
"VA, Richmond",1999-2024,51159,Non-human activity,0,0,0,
"VA, Roanoke",1999-2024,51161,Human infections and non-human activity,4,3,0,
"VA, Rockbridge",1999-2024,51163,Non-human activity,0,0,0,
"VA, Rockingham",1999-2024,51165,Human infections and non-human activity,12,10,7,
"VA, Russell",1999-2024,51167,Non-human activity,0,0,0,
"VA, Scott",1999-2024,51169,Non-human activity,0,0,0,
"VA, Shenandoah",1999-2024,51171,Human infections and non-human activity,1,1,1,
"VA, Smyth",1999-2024,51173,Non-human activity,0,0,0,
"VA, Southampton",1999-2024,51175,Non-human activity,0,0,0,
"VA, Spotsylvania",1999-2024,51177,Human infections and non-human activity,2,1,0,
"VA, Stafford",1999-2024,51179,Human infections and non-human activity,0,0,1,
"VA, Surry",1999-2024,51181,Non-human activity,0,0,0,
"VA, Sussex",1999-2024,51183,Non-human activity,0,0,0,
"VA, Tazewell",1999-2024,51185,Non-human activity,0,0,0,
"VA, Warren",1999-2024,51187,Human infections and non-human activity,3,3,0,
"VA, Washington",1999-2024,51191,Non-human activity,0,0,0,
"VA, Westmoreland",1999-2024,51193,Human infections and non-human activity,1,1,0,
"VA, Wise",1999-2024,51195,Non-human activity,0,0,0,
"VA, Wythe",1999-2024,51197,Non-human activity,0,0,0,
"VA, York",1999-2024,51199,Non-human activity,0,0,0,
"VA, Alexandria City",1999-2024,51510,Human infections and non-human activity,15,10,1,
"VA, Bristol City",1999-2024,51520,Non-human activity,0,0,0,
"VA, Buena Vista City",1999-2024,51530,Non-human activity,0,0,0,
"VA, Chesapeake City",1999-2024,51550,Human infections and non-human activity,4,3,1,
"VA, Colonial Heights Cit",1999-2024,51570,Human infections and non-human activity,1,1,0,
"VA, Danville City",1999-2024,51590,Non-human activity,0,0,0,
"VA, Fairfax City",1999-2024,51600,Non-human activity,0,0,0,
"VA, Falls Church City",1999-2024,51610,Human infections and non-human activity,0,0,1,
"VA, Franklin City",1999-2024,51620,Non-human activity,0,0,0,
"VA, Fredericksburg City",1999-2024,51630,Human infections and non-human activity,1,1,1,
"VA, Galax City",1999-2024,51640,Non-human activity,0,0,0,
"VA, Hampton City",1999-2024,51650,Human infections and non-human activity,3,3,0,
"VA, Harrisonburg City",1999-2024,51660,Human infections and non-human activity,2,1,1,
"VA, Hopewell City",1999-2024,51670,Non-human activity,0,0,0,
"VA, Lynchburg City",1999-2024,51680,Human infections and non-human activity,1,1,1,
"VA, Manassas City",1999-2024,51683,Human infections,1,0,0,
"VA, Manassas Park City",1999-2024,51685,Human infections,1,1,0,
"VA, Martinsville City",1999-2024,51690,Non-human activity,0,0,0,
"VA, Newport News City",1999-2024,51700,Human infections and non-human activity,6,5,1,
"VA, Norfolk City",1999-2024,51710,Human infections and non-human activity,12,9,1,
"VA, Petersburg City",1999-2024,51730,Human infections and non-human activity,1,1,0,
"VA, Poquoson City",1999-2024,51735,Non-human activity,0,0,0,
"VA, Portsmouth City",1999-2024,51740,Human infections and non-human activity,4,3,0,
"VA, Radford City",1999-2024,51750,Non-human activity,0,0,0,
"VA, Richmond City",1999-2024,51760,Human infections and non-human activity,15,11,1,
"VA, Roanoke City",1999-2024,51770,Human infections and non-human activity,9,8,3,
"VA, Salem City",1999-2024,51775,Non-human activity,0,0,0,
"VA, Suffolk City",1999-2024,51800,Non-human activity,0,0,0,
"VA, Virginia Beach City",1999-2024,51810,Human infections and non-human activity,5,4,5,
"VA, Waynesboro City",1999-2024,51820,Human infections and non-human activity,1,1,0,
"VA, Winchester City",1999-2024,51840,Human infections,5,4,2,
"WA, Adams",1999-2024,53001,Non-human activity,0,0,0,
"WA, Asotin",1999-2024,53003,Human infections,0,0,1,
"WA, Benton",1999-2024,53005,Human infections and non-human activity,40,20,13,
"WA, Chelan",1999-2024,53007,Human infections,1,0,1,
"WA, Clallam",1999-2024,53009,Human infections,1,1,0,
"WA, Clark",1999-2024,53011,Human infections,4,3,0,
"WA, Columbia",1999-2024,53013,Non-human activity,0,0,0,
"WA, Cowlitz",1999-2024,53015,Non-human activity,0,0,0,
"WA, Douglas",1999-2024,53017,Non-human activity,0,0,0,
"WA, Franklin",1999-2024,53021,Human infections and non-human activity,3,2,2,
"WA, Grant",1999-2024,53025,Human infections and non-human activity,5,1,4,
"WA, Grays Harbor",1999-2024,53027,Human infections and non-human activity,1,1,0,
"WA, Island",1999-2024,53029,Non-human activity,0,0,0,
"WA, King",1999-2024,53033,Human infections and non-human activity,10,4,1,
"WA, Kittitas",1999-2024,53037,Human infections and non-human activity,0,0,2,
"WA, Klickitat",1999-2024,53039,Human infections and non-human activity,2,2,0,
"WA, Lewis",1999-2024,53041,Human infections and non-human activity,0,0,1,
"WA, Lincoln",1999-2024,53043,Non-human activity,0,0,0,
"WA, Mason",1999-2024,53045,Non-human activity,0,0,0,
"WA, Okanogan",1999-2024,53047,Human infections and non-human activity,1,1,0,
"WA, Pend Oreille",1999-2024,53051,Non-human activity,0,0,0,
"WA, Pierce",1999-2024,53053,Human infections and non-human activity,6,2,3,
"WA, Skagit",1999-2024,53057,Human infections,1,0,0,
"WA, Snohomish",1999-2024,53061,Human infections and non-human activity,1,1,0,
"WA, Spokane",1999-2024,53063,Human infections and non-human activity,14,13,1,
